strain	isotype	release	isotype_ref_strain	wgs_seq
ECA640	ECA640	20180413	TRUE	TRUE
ECA694	ECA348	20210121	FALSE	TRUE
ECA695	ECA348	20210121	FALSE	TRUE
ECA701	ECA701	20180413	TRUE	TRUE
ECA702	ECA701	20180413	FALSE	TRUE
ECA703	ECA703	20180413	TRUE	TRUE
ECA704	ECA812	20180413	FALSE	TRUE
ECA705	ECA705	20180413	TRUE	TRUE
ECA706	ECA706	20180413	TRUE	TRUE
ECA707	ECA778	20180413	FALSE	TRUE
ECA708	ECA778	20180413	FALSE	TRUE
ECA709	ECA778	20180413	FALSE	TRUE
ECA710	ECA710	20180413	TRUE	TRUE
ECA711	ECA712	20180413	FALSE	TRUE
ECA712	ECA712	20180413	TRUE	TRUE
ECA713	ECA712	20180413	FALSE	TRUE
ECA714	ECA712	20180413	FALSE	TRUE
ECA715	ECA712	20180413	FALSE	TRUE
ECA716	ECA807	20180413	FALSE	TRUE
ECA717	ECA807	20180413	FALSE	TRUE
ECA718	ECA807	20180413	FALSE	TRUE
ECA719	ECA812	20180413	FALSE	TRUE
ECA720	ECA807	20180413	FALSE	TRUE
ECA721	ECA778	20180413	FALSE	TRUE
ECA722	ECA722	20180413	TRUE	TRUE
ECA723	ECA723	20180413	TRUE	TRUE
ECA724	ECA724	20180413	TRUE	TRUE
ECA725	ECA724	20180413	FALSE	TRUE
ECA726	ECA724	20180413	FALSE	TRUE
ECA727	ECA724	20180413	FALSE	TRUE
ECA728	ECA723	20180413	FALSE	TRUE
ECA729	ECA723	20180413	FALSE	TRUE
ECA730	ECA730	20180413	TRUE	TRUE
ECA731	ECA733	20180413	FALSE	TRUE
ECA732	ECA732	20180413	TRUE	TRUE
ECA733	ECA733	20180413	TRUE	TRUE
ECA734	ECA738	20180413	FALSE	TRUE
ECA735	ECA738	20180413	FALSE	TRUE
ECA736	ECA738	20180413	FALSE	TRUE
ECA737	ECA738	20180413	FALSE	TRUE
ECA738	ECA738	20180413	TRUE	TRUE
ECA739	ECA760	20180413	FALSE	TRUE
ECA740	ECA740	20180413	TRUE	TRUE
ECA741	ECA741	20180413	TRUE	TRUE
ECA742	ECA742	20180413	TRUE	TRUE
ECA743	ECA743	20180413	TRUE	TRUE
ECA744	ECA744	20180413	TRUE	TRUE
ECA745	ECA745	20180413	TRUE	TRUE
ECA746	ECA746	20180413	TRUE	TRUE
ECA747	ECA745	20180413	FALSE	TRUE
ECA748	ECA812	20180413	FALSE	TRUE
ECA749	ECA760	20180413	FALSE	TRUE
ECA750	ECA812	20180413	FALSE	TRUE
ECA751	ECA812	20180413	FALSE	TRUE
ECA752	ECA760	20180413	FALSE	TRUE
ECA753	ECA760	20180413	FALSE	TRUE
ECA754	ECA760	20180413	FALSE	TRUE
ECA755	ECA812	20180413	FALSE	TRUE
ECA756	ECA778	20180413	FALSE	TRUE
ECA757	ECA778	20180413	FALSE	TRUE
ECA758	ECA760	20180413	FALSE	TRUE
ECA759	ECA812	20180413	FALSE	TRUE
ECA760	ECA760	20180413	TRUE	TRUE
ECA761	ECA812	20180413	FALSE	TRUE
ECA762	ECA812	20180413	FALSE	TRUE
ECA763	ECA778	20180413	FALSE	TRUE
ECA764	ECA778	20180413	FALSE	TRUE
ECA765	ECA778	20180413	FALSE	TRUE
ECA766	ECA778	20180413	FALSE	TRUE
ECA767	ECA778	20180413	FALSE	TRUE
ECA768	ECA768	20180413	TRUE	TRUE
ECA769	ECA760	20180413	FALSE	TRUE
ECA770	ECA807	20180413	FALSE	TRUE
ECA771	ECA812	20180413	FALSE	TRUE
ECA772	ECA768	20180413	FALSE	TRUE
ECA773	ECA812	20180413	FALSE	TRUE
ECA774	ECA812	20180413	FALSE	TRUE
ECA775	ECA812	20180413	FALSE	TRUE
ECA776	ECA812	20180413	FALSE	TRUE
ECA777	ECA777	20180413	TRUE	TRUE
ECA778	ECA778	20180413	TRUE	TRUE
ECA779	ECA760	20180413	FALSE	TRUE
ECA780	ECA760	20180413	FALSE	TRUE
ECA781	ECA778	20180413	FALSE	TRUE
ECA782	ECA812	20180413	FALSE	TRUE
ECA783	ECA812	20180413	FALSE	TRUE
ECA784	ECA760	20180413	FALSE	TRUE
ECA785	ECA760	20180413	FALSE	TRUE
ECA786	ECA812	20180413	FALSE	TRUE
ECA787	ECA812	20180413	FALSE	TRUE
ECA807	ECA807	20180413	TRUE	TRUE
ECA808	ECA760	20180413	FALSE	TRUE
ECA809	ECA812	20180413	FALSE	TRUE
ECA810	ECA778	20180413	FALSE	TRUE
ECA811	ECA778	20180413	FALSE	TRUE
ECA812	ECA812	20180413	TRUE	TRUE
ECA813	ECA812	20180413	FALSE	TRUE
ECA822	ECA705	20180413	FALSE	TRUE
ECA922	ECA923	20180413	FALSE	TRUE
ECA923	ECA923	20180413	TRUE	TRUE
ECA924	ECA923	20180413	FALSE	TRUE
ECA925	ECA923	20180413	FALSE	TRUE
ECA926	ECA928	20180413	FALSE	TRUE
ECA927	ECA923	20180413	FALSE	TRUE
ECA928	ECA928	20180413	TRUE	TRUE
ECA930	ECA930	20180413	TRUE	TRUE
ED3005	ED3005	20160408	TRUE	TRUE
ED3011	ED3011	20160408	TRUE	TRUE
ED3012	ED3012	20160408	TRUE	TRUE
ED3017	ED3017	20160408	TRUE	TRUE
ED3040	ED3040	20160408	TRUE	TRUE
ED3046	ED3046	20160408	TRUE	TRUE
ED3048	ED3048	20160408	TRUE	TRUE
ED3049	ED3049	20160408	TRUE	TRUE
ED3052	ED3052	20160408	TRUE	TRUE
ED3073	ED3073	20160408	TRUE	TRUE
ED3077	ED3077	20160408	TRUE	TRUE
EG4347	EG4347	20160408	TRUE	TRUE
EG4349	EG4349	20160408	TRUE	TRUE
EG4724	EG4724	20160408	TRUE	TRUE
EG4725	EG4725	20160408	TRUE	TRUE
EG4946	EG4946	20160408	TRUE	TRUE
GXW1	GXW1	20160408	TRUE	TRUE
JR4305	JR4305	20210121	TRUE	TRUE
JT11398	JT11398	20160408	TRUE	TRUE
JU1088	JU1088	20160408	TRUE	TRUE
JU1172	JU1172	20160408	TRUE	TRUE
JU1200	JU1200	20160408	TRUE	TRUE
JU1212	JU1212	20160408	TRUE	TRUE
JU1213	JU1213	20160408	TRUE	TRUE
JU1242	JU1242	20160408	TRUE	TRUE
JU1246	JU1246	20160408	TRUE	TRUE
JU1249	JU1249	20170531	TRUE	TRUE
JU1395	JU1395	20160408	TRUE	TRUE
JU1400	JU1400	20160408	TRUE	TRUE
JU1409	JU1409	20160408	TRUE	TRUE
JU1440	JU1440	20160408	TRUE	TRUE
JU1491	JU1491	20160408	TRUE	TRUE
JU1511	JU792	20200815	FALSE	TRUE
JU1516	JU1581	20160408	FALSE	TRUE
JU1530	JU1530	20160408	TRUE	TRUE
JU1543	JU1543	20170531	TRUE	TRUE
JU1568	JU1568	20160408	TRUE	TRUE
JU1580	JU1793	20200815	FALSE	TRUE
JU1581	JU1581	20160408	TRUE	TRUE
JU1586	JU1586	20160408	TRUE	TRUE
JU1652	JU1652	20160408	TRUE	TRUE
JU1656	JU1213	20170531	FALSE	TRUE
JU1666	JU1666	20170531	TRUE	TRUE
JU1762	JU1213	20170531	FALSE	TRUE
JU1770	JU1213	20170531	FALSE	TRUE
JU1792	JU1792	20170531	TRUE	TRUE
JU1793	JU1793	20170531	TRUE	TRUE
JU1807	JU1581	20170531	FALSE	TRUE
JU1808	JU1808	20170531	TRUE	TRUE
JU1896	JU1896	20160408	TRUE	TRUE
JU1920	JU1793	20170531	FALSE	TRUE
JU1922	JU1793	20170531	FALSE	TRUE
JU1924	JU2600	20170531	FALSE	TRUE
JU1926	JU2600	20200815	FALSE	TRUE
JU1929	JU1793	20170531	FALSE	TRUE
JU1931	JU1793	20200815	FALSE	TRUE
JU1934	JU1934	20170531	TRUE	TRUE
JU1941	JU1581	20200815	FALSE	TRUE
JU1960	CB4858	20170531	FALSE	TRUE
JU2001	JU2001	20160408	TRUE	TRUE
JU2007	JU2007	20160408	TRUE	TRUE
JU2016	JU2016	20170531	TRUE	TRUE
JU2017	JU2017	20170531	TRUE	TRUE
JU2106	JU2106	20170531	TRUE	TRUE
JU2131	JU2131	20170531	TRUE	TRUE
JU2139	JU1793	20170531	FALSE	TRUE
JU2141	JU2141	20170531	TRUE	TRUE
JU2151	JU2600	20170531	FALSE	TRUE
JU2234	JU2234	20170531	TRUE	TRUE
JU2250	JU2250	20170531	TRUE	TRUE
JU2257	JU2257	20170531	TRUE	TRUE
JU2287	JU2257	20170531	FALSE	TRUE
JU2316	JU2316	20160408	TRUE	TRUE
JU2460	JU792	20170531	FALSE	TRUE
JU2464	JU2464	20160408	TRUE	TRUE
JU2466	JU2466	20160408	TRUE	TRUE
JU2467	JU2464	20160408	FALSE	TRUE
JU2468	JU2464	20160408	FALSE	TRUE
JU2478	JU2478	20170531	TRUE	TRUE
JU2513	JU2513	20160408	TRUE	TRUE
JU2519	JU2519	20160408	TRUE	TRUE
JU2522	JU2522	20160408	TRUE	TRUE
JU2526	JU2526	20160408	TRUE	TRUE
JU2527	JU792	20170531	FALSE	TRUE
JU2534	JU2534	20170531	TRUE	TRUE
JU2565	JU2565	20170531	TRUE	TRUE
JU2566	JU2566	20170531	TRUE	TRUE
JU2570	JU2570	20170531	TRUE	TRUE
JU2572	JU2572	20170531	TRUE	TRUE
JU2575	JU2575	20170531	TRUE	TRUE
JU2576	JU2576	20170531	TRUE	TRUE
JU2578	JU2578	20170531	TRUE	TRUE
JU258	JU258	20160408	TRUE	TRUE
JU2581	JU2581	20170531	TRUE	TRUE
JU2586	JU2586	20170531	TRUE	TRUE
JU2587	JU2587	20170531	TRUE	TRUE
JU2592	JU2592	20170531	TRUE	TRUE
JU2593	JU2593	20170531	TRUE	TRUE
JU2600	JU2600	20170531	TRUE	TRUE
JU2604	JU1793	20170531	FALSE	TRUE
JU2605	JU1793	20170531	FALSE	TRUE
JU2610	JU2610	20170531	TRUE	TRUE
JU2619	JU2619	20170531	TRUE	TRUE
JU2800	JU2800	20170531	TRUE	TRUE
JU2802	JU2800	20170531	FALSE	TRUE
JU2811	JU2811	20170531	TRUE	TRUE
JU2825	JU2825	20170531	TRUE	TRUE
JU2828	JU2829	20170531	FALSE	TRUE
JU2829	JU2829	20170531	TRUE	TRUE
JU2830	JU2829	20170531	FALSE	TRUE
JU2838	JU2838	20170531	TRUE	TRUE
JU2841	JU2841	20170531	TRUE	TRUE
JU2853	JU2853	20170531	TRUE	TRUE
JU2860	JU1200	20170531	FALSE	TRUE
JU2862	JU2862	20170531	TRUE	TRUE
JU2866	JU2866	20170531	TRUE	TRUE
JU2878	JU2878	20170531	TRUE	TRUE
JU2879	JU2879	20170531	TRUE	TRUE
JU2906	JU2906	20170531	TRUE	TRUE
JU2907	JU2907	20170531	TRUE	TRUE
JU2908	JU2907	20170531	FALSE	TRUE
JU310	JU310	20160408	TRUE	TRUE
JU311	JU311	20160408	TRUE	TRUE
JU312	JU311	20160408	FALSE	TRUE
JU3125	JU3125	20170531	TRUE	TRUE
JU3127	JU3127	20170531	TRUE	TRUE
JU3128	JU3128	20170531	TRUE	TRUE
JU3131	JU323	20170531	FALSE	TRUE
JU3132	JU3132	20170531	TRUE	TRUE
JU3133	JU1440	20170531	FALSE	TRUE
JU3134	JU3134	20170531	TRUE	TRUE
JU3135	JU3135	20170531	TRUE	TRUE
JU3136	MY2453	20170531	FALSE	TRUE
JU3137	JU3137	20170531	TRUE	TRUE
JU3138	JU2600	20170531	FALSE	TRUE
JU3139	JU1666	20170531	FALSE	TRUE
JU3140	JU3140	20170531	TRUE	TRUE
JU3141	JU3141	20180413	TRUE	TRUE
JU3142	JU792	20170531	FALSE	TRUE
JU3144	JU3144	20170531	TRUE	TRUE
JU315	JU311	20160408	FALSE	TRUE
JU3166	JU3166	20180413	TRUE	TRUE
JU3167	JU3167	20180413	TRUE	TRUE
JU3169	JU3169	20180413	TRUE	TRUE
JU3224	JU3224	20180413	TRUE	TRUE
JU3225	JU3225	20180413	TRUE	TRUE
JU3226	JU3226	20180413	TRUE	TRUE
JU3227	JU3228	20180413	FALSE	TRUE
JU3228	JU3228	20180413	TRUE	TRUE
JU323	JU323	20160408	TRUE	TRUE
JU3271	JU1793	20180413	FALSE	TRUE
JU3280	JU3280	20180413	TRUE	TRUE
JU3282	JU3282	20180413	TRUE	TRUE
JU3291	JU3291	20180413	TRUE	TRUE
JU3318	JU3318	20200815	TRUE	TRUE
JU3398	JU1793	20200815	FALSE	TRUE
JU3399	JU1793	20200815	FALSE	TRUE
JU3400	JU1793	20200815	FALSE	TRUE
JU3401	JU1793	20200815	FALSE	TRUE
JU3402	JU1793	20200815	FALSE	TRUE
JU3403	JU1793	20200815	FALSE	TRUE
JU345	JU346	20170531	FALSE	TRUE
JU346	JU346	20160408	TRUE	TRUE
JU360	JU360	20160408	TRUE	TRUE
JU363	JU360	20160408	FALSE	TRUE
JU367	JU367	20160408	TRUE	TRUE
JU3785	JU1793	20210121	FALSE	TRUE
JU3786	JU1793	20210121	FALSE	TRUE
JU3791	JU2600	20210121	FALSE	TRUE
JU3795	JU3795	20210121	TRUE	TRUE
JU393	JU393	20160408	TRUE	TRUE
JU394	JU394	20160408	TRUE	TRUE
JU397	JU397	20160408	TRUE	TRUE
JU4047	JU4047	20210121	TRUE	TRUE
JU4048	JU4047	20210121	FALSE	TRUE
JU4054	JU4047	20210121	FALSE	TRUE
JU406	JU406	20160408	TRUE	TRUE
JU4067	JU4047	20210121	FALSE	TRUE
JU4069	JU4047	20210121	FALSE	TRUE
JU4071	JU4073	20210121	FALSE	TRUE
JU4072	JU4047	20210121	FALSE	TRUE
JU4073	JU4073	20210121	TRUE	TRUE
JU4074	JU4073	20210121	FALSE	TRUE
JU4075	JU4047	20210121	FALSE	TRUE
JU4082	JU4082	20210121	TRUE	TRUE
JU4085	JU4082	20210121	FALSE	TRUE
JU4098	JU4098	20210121	TRUE	TRUE
JU440	JU440	20160408	TRUE	TRUE
JU561	JU561	20160408	TRUE	TRUE
JU642	JU642	20160408	TRUE	TRUE
JU751	JU751	20160408	TRUE	TRUE
JU755	JU751	20210121	FALSE	TRUE
JU774	JU774	20160408	TRUE	TRUE
JU775	JU775	20160408	TRUE	TRUE
JU778	JU778	20160408	TRUE	TRUE
JU782	JU782	20160408	TRUE	TRUE
JU792	JU792	20160408	TRUE	TRUE
JU830	JU830	20160408	TRUE	TRUE
JU847	JU847	20160408	TRUE	TRUE
KR314	KR314	20160408	TRUE	TRUE
LKC34	LKC34	20160408	TRUE	TRUE
MY1	MY1	20160408	TRUE	TRUE
MY10	MY10	20160408	TRUE	TRUE
MY16	MY16	20160408	TRUE	TRUE
MY18	MY18	20160408	TRUE	TRUE
MY2001	MY2453	20180413	FALSE	TRUE
MY2004	MY2453	20170531	FALSE	TRUE
MY2011	MY2453	20170531	FALSE	TRUE
MY2014	MY2453	20170531	FALSE	TRUE
MY2022	RC301	20170531	FALSE	TRUE
MY2024	RC301	20170531	FALSE	TRUE
MY2042	MY920	20170531	FALSE	TRUE
MY2050	MY2453	20170531	FALSE	TRUE
MY2051	MY2453	20170531	FALSE	TRUE
MY2054	MY2453	20170531	FALSE	TRUE
MY2078	RC301	20170531	FALSE	TRUE
MY2079	MY679	20200815	FALSE	TRUE
MY2097	MY920	20180413	FALSE	TRUE
MY2099	MY795	20170531	FALSE	TRUE
MY2109	MY2741	20170531	FALSE	TRUE
MY2121	MY2453	20170531	FALSE	TRUE
MY2137	MY2453	20170531	FALSE	TRUE
MY2138	MY920	20170531	FALSE	TRUE
MY2142	MY2573	20170531	FALSE	TRUE
MY2143	MY2147	20170531	FALSE	TRUE
MY2144	MY2573	20170531	FALSE	TRUE
MY2147	MY2147	20170531	TRUE	TRUE
MY2198	MY2573	20170531	FALSE	TRUE
MY2199	MY2453	20170531	FALSE	TRUE
MY2208	MY2573	20170531	FALSE	TRUE
MY2212	MY2212	20170531	TRUE	TRUE
MY2224	MY2573	20170531	FALSE	TRUE
MY2239	MY2573	20180413	FALSE	TRUE
MY2282	MY2573	20170531	FALSE	TRUE
MY2288	MY2453	20170531	FALSE	TRUE
MY2291	RC301	20170531	FALSE	TRUE
MY2294	MY2573	20170531	FALSE	TRUE
MY23	MY23	20160408	TRUE	TRUE
MY2338	MY2573	20170531	FALSE	TRUE
MY2339	MY2453	20170531	FALSE	TRUE
MY2344	MY2535	20170531	FALSE	TRUE
MY2347	MY920	20170531	FALSE	TRUE
MY2373	MY920	20170531	FALSE	TRUE
MY2406	MY920	20170531	FALSE	TRUE
MY2434	MY2573	20170531	FALSE	TRUE
MY2443	MY2573	20170531	FALSE	TRUE
MY2453	MY2453	20170531	TRUE	TRUE
MY2479	MY920	20180413	FALSE	TRUE
MY2481	JU311	20170531	FALSE	TRUE
MY2491	MY2573	20170531	FALSE	TRUE
MY2502	MY2453	20170531	FALSE	TRUE
MY2530	MY2530	20170531	TRUE	TRUE
MY2532	MY2535	20170531	FALSE	TRUE
MY2535	MY2535	20170531	TRUE	TRUE
MY2541	MY2453	20170531	FALSE	TRUE
MY2573	MY2573	20170531	TRUE	TRUE
MY2579	MY2453	20170531	FALSE	TRUE
MY2585	MY2585	20170531	TRUE	TRUE
MY2622	MY2453	20180413	FALSE	TRUE
MY2623	MY2585	20170531	FALSE	TRUE
MY2630	RC301	20170531	FALSE	TRUE
MY2635	MY2713	20170531	FALSE	TRUE
MY2636	RC301	20170531	FALSE	TRUE
MY2640	RC301	20170531	FALSE	TRUE
MY2679	MY2713	20170531	FALSE	TRUE
MY2681	RC301	20170531	FALSE	TRUE
MY2684	RC301	20170531	FALSE	TRUE
MY2685	MY2693	20170531	FALSE	TRUE
MY2688	MY920	20170531	FALSE	TRUE
MY2689	MY2713	20170531	FALSE	TRUE
MY2691	RC301	20170531	FALSE	TRUE
MY2692	MY2741	20170531	FALSE	TRUE
MY2693	MY2693	20170531	TRUE	TRUE
MY2713	MY2713	20170531	TRUE	TRUE
MY2719	MY2693	20170531	FALSE	TRUE
MY2741	MY2741	20170531	TRUE	TRUE
MY508	MY2453	20180413	FALSE	TRUE
MY518	MY518	20170531	TRUE	TRUE
MY524	MY2453	20170531	FALSE	TRUE
MY538	MY795	20170531	FALSE	TRUE
MY559	MY2573	20170531	FALSE	TRUE
MY561	MY2453	20170531	FALSE	TRUE
MY564	MY2453	20170531	FALSE	TRUE
MY570	MY2453	20170531	FALSE	TRUE
MY579	MY2573	20170531	FALSE	TRUE
MY589	MY920	20170531	FALSE	TRUE
MY673	MY795	20180413	FALSE	TRUE
MY679	MY679	20170531	TRUE	TRUE
MY684	RC301	20170531	FALSE	TRUE
MY710	MY2573	20170531	FALSE	TRUE
MY713	MY2453	20170531	FALSE	TRUE
MY741	MY920	20170531	FALSE	TRUE
MY772	MY772	20170531	TRUE	TRUE
MY792	MY2453	20170531	FALSE	TRUE
MY795	MY795	20170531	TRUE	TRUE
MY803	MY2713	20170531	FALSE	TRUE
MY804	MY2573	20180413	FALSE	TRUE
MY819	MY2453	20170531	FALSE	TRUE
MY864	MY2453	20170531	FALSE	TRUE
MY881	MY2535	20170531	FALSE	TRUE
MY882	RC301	20170531	FALSE	TRUE
MY887	MY920	20170531	FALSE	TRUE
MY904	MY2453	20180413	FALSE	TRUE
MY920	MY920	20170531	TRUE	TRUE
MY934	MY2573	20170531	FALSE	TRUE
MY965	MY2453	20170531	FALSE	TRUE
MY990	MY920	20170531	FALSE	TRUE
MY991	MY679	20170531	FALSE	TRUE
N2	N2	20160408	TRUE	TRUE
NIC1	NIC1	20160408	TRUE	TRUE
NIC1049	NIC1049	20170531	TRUE	TRUE
NIC1107	NIC1107	20170531	TRUE	TRUE
NIC1119	NIC1119	20180413	TRUE	TRUE
NIC1604	MY2573	20180413	FALSE	TRUE
NIC166	NIC166	20160408	TRUE	TRUE
NIC1779	NIC1779	20200815	TRUE	TRUE
NIC1780	NIC1780	20200815	TRUE	TRUE
NIC1781	NIC1806	20200815	FALSE	TRUE
NIC1782	NIC1782	20210121	TRUE	TRUE
NIC1783	NIC1783	20200815	TRUE	TRUE
NIC1785	NIC1785	20200815	TRUE	TRUE
NIC1786	NIC1786	20200815	TRUE	TRUE
NIC1787	NIC1787	20200815	TRUE	TRUE
NIC1788	NIC1788	20200815	TRUE	TRUE
NIC1789	NIC1789	20200815	TRUE	TRUE
NIC1790	NIC1790	20210121	TRUE	TRUE
NIC1791	NIC1791	20210121	TRUE	TRUE
NIC1792	NIC1792	20210121	TRUE	TRUE
NIC1793	NIC1794	20200815	FALSE	TRUE
NIC1794	NIC1794	20200815	TRUE	TRUE
NIC1795	NIC1788	20200815	FALSE	TRUE
NIC1796	NIC1796	20200815	TRUE	TRUE
NIC1797	NIC1798	20200815	FALSE	TRUE
NIC1798	NIC1798	20200815	TRUE	TRUE
NIC1799	NIC1799	20200815	TRUE	TRUE
NIC1800	NIC1806	20200815	FALSE	TRUE
NIC1801	NIC1801	20200815	TRUE	TRUE
NIC1802	NIC1802	20200815	TRUE	TRUE
NIC1803	NIC1805	20200815	FALSE	TRUE
NIC1804	NIC1805	20210121	FALSE	TRUE
NIC1805	NIC1805	20200815	TRUE	TRUE
NIC1806	NIC1806	20200815	TRUE	TRUE
NIC1807	NIC1806	20210121	FALSE	TRUE
NIC1808	NIC1808	20200815	TRUE	TRUE
NIC1809	NIC1809	20200815	TRUE	TRUE
NIC1810	NIC1810	20200815	TRUE	TRUE
NIC1811	NIC1811	20200815	TRUE	TRUE
NIC1812	NIC1812	20200815	TRUE	TRUE
NIC1832	NIC1832	20200815	TRUE	TRUE
NIC195	NIC195	20160408	TRUE	TRUE
NIC196	NIC195	20160408	FALSE	TRUE
NIC197	NIC195	20160408	FALSE	TRUE
NIC1977	JU642	20210121	FALSE	TRUE
NIC198	NIC195	20160408	FALSE	TRUE
NIC1980	JU642	20210121	FALSE	TRUE
NIC1985	JU642	20210121	FALSE	TRUE
NIC199	NIC199	20160408	TRUE	TRUE
NIC2	NIC2	20160408	TRUE	TRUE
NIC200	NIC199	20160408	FALSE	TRUE
NIC2002	JU642	20210121	FALSE	TRUE
NIC2004	JU642	20210121	FALSE	TRUE
NIC2011	JU642	20210121	FALSE	TRUE
NIC207	NIC207	20160408	TRUE	TRUE
NIC231	NIC231	20160408	TRUE	TRUE
NIC232	NIC231	20160408	FALSE	TRUE
NIC236	NIC236	20160408	TRUE	TRUE
NIC237	NIC236	20160408	FALSE	TRUE
NIC242	NIC242	20160408	TRUE	TRUE
NIC251	NIC251	20160408	TRUE	TRUE
NIC252	NIC252	20160408	TRUE	TRUE
NIC255	NIC255	20160408	TRUE	TRUE
NIC256	NIC256	20160408	TRUE	TRUE
NIC258	NIC258	20160408	TRUE	TRUE
NIC259	NIC259	20160408	TRUE	TRUE
NIC260	NIC260	20160408	TRUE	TRUE
NIC261	NIC261	20160408	TRUE	TRUE
NIC262	NIC262	20160408	TRUE	TRUE
NIC263	NIC256	20160408	FALSE	TRUE
NIC265	NIC265	20160408	TRUE	TRUE
NIC266	NIC266	20160408	TRUE	TRUE
NIC267	NIC267	20160408	TRUE	TRUE
NIC268	NIC268	20160408	TRUE	TRUE
NIC269	NIC269	20160408	TRUE	TRUE
NIC270	NIC267	20160408	FALSE	TRUE
NIC271	NIC271	20160408	TRUE	TRUE
NIC272	NIC272	20160408	TRUE	TRUE
NIC273	NIC272	20160408	FALSE	TRUE
NIC274	NIC274	20160408	TRUE	TRUE
NIC275	NIC275	20160408	TRUE	TRUE
NIC276	NIC276	20160408	TRUE	TRUE
NIC277	NIC277	20160408	TRUE	TRUE
NIC3	NIC3	20160408	TRUE	TRUE
NIC4	NIC3	20160408	FALSE	TRUE
NIC501	NIC501	20170531	TRUE	TRUE
NIC508	MY2535	20170531	FALSE	TRUE
NIC511	NIC511	20170531	TRUE	TRUE
NIC512	MY2535	20170531	FALSE	TRUE
NIC513	NIC513	20170531	TRUE	TRUE
NIC514	NIC514	20170531	TRUE	TRUE
NIC515	NIC515	20170531	TRUE	TRUE
NIC521	NIC527	20170531	FALSE	TRUE
NIC522	NIC522	20170531	TRUE	TRUE
NIC523	NIC523	20170531	TRUE	TRUE
NIC526	NIC526	20170531	TRUE	TRUE
NIC527	NIC527	20170531	TRUE	TRUE
NIC528	NIC528	20170531	TRUE	TRUE
NIC529	NIC529	20170531	TRUE	TRUE
PB303	PB303	20160408	TRUE	TRUE
PS2025	PS2025	20160408	TRUE	TRUE
PX179	PX179	20160408	TRUE	TRUE
QG2075	QG2075	20160408	TRUE	TRUE
QG2810	QG2811	20180413	FALSE	TRUE
QG2811	QG2811	20180413	TRUE	TRUE
QG2812	QG2813	20180413	FALSE	TRUE
QG2813	QG2813	20180413	TRUE	TRUE
QG2818	QG2818	20180413	TRUE	TRUE
QG2823	QG2823	20180413	TRUE	TRUE
QG2824	QG2824	20180413	TRUE	TRUE
QG2825	QG2825	20180413	TRUE	TRUE
QG2826	QG2823	20180413	FALSE	TRUE
QG2827	QG2827	20180413	TRUE	TRUE
QG2828	QG2828	20180413	TRUE	TRUE
QG2829	QG2827	20180413	FALSE	TRUE
QG2830	QG2832	20180413	FALSE	TRUE
QG2831	QG2832	20180413	FALSE	TRUE
QG2832	QG2832	20180413	TRUE	TRUE
QG2833	QG2832	20180413	FALSE	TRUE
QG2834	QG2835	20180413	FALSE	TRUE
QG2835	QG2835	20180413	TRUE	TRUE
QG2836	QG2836	20180413	TRUE	TRUE
QG2837	QG2837	20180413	TRUE	TRUE
QG2838	QG2838	20180413	TRUE	TRUE
QG2839	QG2841	20180413	FALSE	TRUE
QG2840	QG2841	20180413	FALSE	TRUE
QG2841	QG2841	20180413	TRUE	TRUE
QG2842	QG2841	20180413	FALSE	TRUE
QG2843	QG2843	20180413	TRUE	TRUE
QG2844	QG2846	20180413	FALSE	TRUE
QG2845	QG2846	20180413	FALSE	TRUE
QG2846	QG2846	20180413	TRUE	TRUE
QG2850	QG2850	20180413	TRUE	TRUE
QG2851	QG2850	20180413	FALSE	TRUE
QG2852	QG2854	20180413	FALSE	TRUE
QG2853	QG2854	20180413	FALSE	TRUE
QG2854	QG2854	20180413	TRUE	TRUE
QG2855	QG2855	20180413	TRUE	TRUE
QG2856	QG2854	20180413	FALSE	TRUE
QG2857	QG2857	20180413	TRUE	TRUE
QG2858	QG2854	20180413	FALSE	TRUE
QG2859	QG2854	20180413	FALSE	TRUE
QG2872	QG2873	20180413	FALSE	TRUE
QG2873	QG2873	20180413	TRUE	TRUE
QG2874	QG2874	20180413	TRUE	TRUE
QG2875	QG2875	20180413	TRUE	TRUE
QG2876	QG2875	20180413	FALSE	TRUE
QG2877	QG2877	20180413	TRUE	TRUE
QG2878	QG2877	20180413	FALSE	TRUE
QG2927	QG2932	20180413	FALSE	TRUE
QG2928	QG2932	20180413	FALSE	TRUE
QG2931	QG2932	20180413	FALSE	TRUE
QG2932	QG2932	20180413	TRUE	TRUE
QG4003	QG4003	20210121	TRUE	TRUE
QG4004	QG4004	20210121	TRUE	TRUE
QG4005	QG4006	20210121	FALSE	TRUE
QG4006	QG4006	20210121	TRUE	TRUE
QG4008	QG4008	20210121	TRUE	TRUE
QG4009	QG4008	20210121	FALSE	TRUE
QG4010	QG4010	20210121	TRUE	TRUE
QG4011	QG4012	20210121	FALSE	TRUE
QG4012	QG4012	20210121	TRUE	TRUE
QG4014	QG4010	20210121	FALSE	TRUE
QG4015	QG4015	20210121	TRUE	TRUE
QG4016	QG4015	20210121	FALSE	TRUE
QG4017	QG4017	20210121	TRUE	TRUE
QG4018	QG4018	20210121	TRUE	TRUE
QG4019	QG4010	20210121	FALSE	TRUE
QG4021	QG4021	20210121	TRUE	TRUE
QG4076	QG4080	20210121	FALSE	TRUE
QG4077	QG4080	20210121	FALSE	TRUE
